Date,open,high,low,close,volume,dividends,stock splits,symbol
2025-10-02 00:00:00-04:00,256.5799865722656,258.17999267578125,254.14999389648438,257.1300048828125,42630200,0.0,0.0,AAPL
2025-10-03 00:00:00-04:00,254.6699981689453,259.239990234375,253.9499969482422,258.0199890136719,49155600,0.0,0.0,AAPL
2025-10-06 00:00:00-04:00,257.989990234375,259.07000732421875,255.0500030517578,256.69000244140625,44664100,0.0,0.0,AAPL
2025-10-07 00:00:00-04:00,256.80999755859375,257.3999938964844,255.42999267578125,256.4800109863281,31955800,0.0,0.0,AAPL
2025-10-08 00:00:00-04:00,256.5199890136719,258.5199890136719,256.1099853515625,258.05999755859375,36496900,0.0,0.0,AAPL
2025-10-09 00:00:00-04:00,257.80999755859375,258.0,253.13999938964844,254.0399932861328,38322000,0.0,0.0,AAPL
2025-10-10 00:00:00-04:00,254.94000244140625,256.3800048828125,244.0,245.27000427246094,61999100,0.0,0.0,AAPL
2025-10-13 00:00:00-04:00,249.3800048828125,249.69000244140625,245.55999755859375,247.66000366210938,38142900,0.0,0.0,AAPL
2025-10-14 00:00:00-04:00,246.60000610351562,248.85000610351562,244.6999969482422,247.77000427246094,35478000,0.0,0.0,AAPL
2025-10-15 00:00:00-04:00,249.49000549316406,251.82000732421875,247.47000122070312,249.33999633789062,33893600,0.0,0.0,AAPL
2025-10-16 00:00:00-04:00,248.25,249.0399932861328,245.1300048828125,247.4499969482422,39777000,0.0,0.0,AAPL
2025-10-17 00:00:00-04:00,248.02000427246094,253.3800048828125,247.27000427246094,252.2899932861328,49147000,0.0,0.0,AAPL
2025-10-20 00:00:00-04:00,255.88999938964844,264.3800048828125,255.6300048828125,262.239990234375,90483000,0.0,0.0,AAPL
2025-10-21 00:00:00-04:00,261.8800048828125,265.2900085449219,261.8299865722656,262.7699890136719,46695900,0.0,0.0,AAPL
2025-10-22 00:00:00-04:00,262.6499938964844,262.8500061035156,255.42999267578125,258.45001220703125,45015300,0.0,0.0,AAPL
2025-10-23 00:00:00-04:00,259.94000244140625,260.6199951171875,258.010009765625,259.5799865722656,32754900,0.0,0.0,AAPL
2025-10-24 00:00:00-04:00,261.19000244140625,264.1300048828125,259.17999267578125,262.82000732421875,38253700,0.0,0.0,AAPL
2025-10-27 00:00:00-04:00,264.8800048828125,269.1199951171875,264.6499938964844,268.80999755859375,44888200,0.0,0.0,AAPL
2025-10-28 00:00:00-04:00,268.989990234375,269.8900146484375,268.1499938964844,269.0,41534800,0.0,0.0,AAPL
2025-10-29 00:00:00-04:00,269.2799987792969,271.4100036621094,267.1099853515625,269.70001220703125,51086700,0.0,0.0,AAPL
2025-10-30 00:00:00-04:00,271.989990234375,274.1400146484375,268.4800109863281,271.3999938964844,69886500,0.0,0.0,AAPL
2025-10-31 00:00:00-04:00,276.989990234375,277.32000732421875,269.1600036621094,270.3699951171875,86096700,0.0,0.0,AAPL
2025-10-02 00:00:00-04:00,517.6400146484375,521.5999755859375,510.67999267578125,515.739990234375,21222900,0.0,0.0,MSFT
2025-10-03 00:00:00-04:00,517.0999755859375,520.489990234375,515.0,517.3499755859375,15112300,0.0,0.0,MSFT
2025-10-06 00:00:00-04:00,518.6099853515625,531.030029296875,518.2000122070312,528.5700073242188,21388600,0.0,0.0,MSFT
2025-10-07 00:00:00-04:00,528.2899780273438,529.7999877929688,521.4400024414062,523.97998046875,14615200,0.0,0.0,MSFT
2025-10-08 00:00:00-04:00,523.280029296875,526.9500122070312,523.0900268554688,524.8499755859375,13363400,0.0,0.0,MSFT
2025-10-09 00:00:00-04:00,522.3400268554688,524.3300170898438,517.4000244140625,522.4000244140625,18343600,0.0,0.0,MSFT
2025-10-10 00:00:00-04:00,519.6400146484375,523.5800170898438,509.6300048828125,510.9599914550781,24133800,0.0,0.0,MSFT
2025-10-13 00:00:00-04:00,516.4099731445312,516.4099731445312,511.67999267578125,514.0499877929688,14284200,0.0,0.0,MSFT
2025-10-14 00:00:00-04:00,510.2300109863281,515.280029296875,506.0,513.5700073242188,14684300,0.0,0.0,MSFT
2025-10-15 00:00:00-04:00,514.9600219726562,517.1900024414062,510.0,513.4299926757812,14694700,0.0,0.0,MSFT
2025-10-16 00:00:00-04:00,512.5800170898438,516.8499755859375,508.1300048828125,511.6099853515625,15559600,0.0,0.0,MSFT
2025-10-17 00:00:00-04:00,509.0400085449219,515.47998046875,507.30999755859375,513.5800170898438,19867800,0.0,0.0,MSFT
2025-10-20 00:00:00-04:00,514.6099853515625,518.7000122070312,513.4299926757812,516.7899780273438,14665600,0.0,0.0,MSFT
2025-10-21 00:00:00-04:00,517.5,518.6900024414062,513.0399780273438,517.6599731445312,15586200,0.0,0.0,MSFT
2025-10-22 00:00:00-04:00,521.1500244140625,525.22998046875,517.7100219726562,520.5399780273438,18962700,0.0,0.0,MSFT
2025-10-23 00:00:00-04:00,522.4600219726562,523.9500122070312,518.6099853515625,520.5599975585938,14023500,0.0,0.0,MSFT
2025-10-24 00:00:00-04:00,522.7899780273438,525.3499755859375,520.7100219726562,523.6099853515625,15532400,0.0,0.0,MSFT
2025-10-27 00:00:00-04:00,531.780029296875,534.5800170898438,529.010009765625,531.52001953125,18734700,0.0,0.0,MSFT
2025-10-28 00:00:00-04:00,550.0,553.719970703125,540.77001953125,542.0700073242188,29986700,0.0,0.0,MSFT
2025-10-29 00:00:00-04:00,544.9400024414062,546.27001953125,536.72998046875,541.5499877929688,36023000,0.0,0.0,MSFT
2025-10-30 00:00:00-04:00,530.47998046875,534.969970703125,522.1199951171875,525.760009765625,41023100,0.0,0.0,MSFT
2025-10-31 00:00:00-04:00,528.8800048828125,529.3200073242188,515.0999755859375,517.8099975585938,33978900,0.0,0.0,MSFT
